Id,Label,patent_title,link,data,assignee,abstract
,"9,534,091","Fine cellulose fiber dispersion liquid and manufacturing method thereof,
     cellulose film and laminate body",http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=62&f=G&l=50&d=PTXT&s1=%22polylactic+acid%22.ABTX.&p=2&OS=ABST/%22polylactic+acid%22&RS=ABST/%22polylactic+acid%22,"January 3, 2017","TOPPAN PRINTING CO., LTD.
 (Tokyo, 
JP)","Disclosed is a dispersion liquid containing fine cellulose fiber capable
     of uniform dispersion in an organic solution or resin and capable of use
     in electronic components. Further disclosed are a laminate body and a
     cellulose film obtained from fine cellulose fibers with improved water
     resistance. Further disclosed are a fine cellulose fiber dispersion
     liquid which forms a film as an undercoat of a base material, in
     particular of a base material made from naturally occurring materials
     such as polylactic acid, wherein said film has an improved adhesiveness
     with respect to said base material; and a laminate body using the same.
     The fine cellulose fiber dispersion liquid contains at least fine
     cellulose fibers, and either an ammonia or an organic alkali."
,"9,534,116",Flame retardant polylactic acid compounds,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=61&f=G&l=50&d=PTXT&s1=%22polylactic+acid%22.ABTX.&p=2&OS=ABST/%22polylactic+acid%22&RS=ABST/%22polylactic+acid%22,"January 3, 2017","PolyOne Corporation
 (Avon Lake, 
OH)","A significant disadvantage of the use of polylactic acid (PLA), lack of
     flame retardance, has been overcome by the use of specific combinations
     of either polycarbonate or polyphosphonate-co-carbonate in combination
     with non-halogenated flame retardants of polyphosphazene or phosphate
     ester such as resorcinol bis (diphenyl phosphate) or metal hypophosphite,
     a drip suppressant, and optionally an inorganic synergist of either zinc
     borate or talc or both and optionally other ingredients. The compound
     achieves a UL 94 rating of V-0 or V-1 at 1.6 mm."
,"9,534,321",Monofilament for mowing,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=60&f=G&l=50&d=PTXT&s1=%22polylactic+acid%22.ABTX.&p=2&OS=ABST/%22polylactic+acid%22&RS=ABST/%22polylactic+acid%22,"January 3, 2017","TORAY INDUSTRIES, INC.
 (Tokyo, 
JP)","A monofilament for mowing characterized by being produced by spinning a
     resin composition, said resin composition comprising 70-97 parts by
     weight of a polylactic acid resin (A) and 30-3 parts by weight of an
     adipate plasticizer (B), each relative to 100 parts by weight of the sum
     of the polylactic acid resin (A) and the adipate plasticizer (B). Thus,
     the monofilament for mowing, which is biodegradable, shows an excellent
     mowing performance and has a high breakage resistance and high abrasion
     resistance, is provided."
,"9,537,084","Piezoelectric sheet, method for manufacturing piezoelectric sheet, and
     manufacturing apparatus",http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=59&f=G&l=50&d=PTXT&s1=%22polylactic+acid%22.ABTX.&p=2&OS=ABST/%22polylactic+acid%22&RS=ABST/%22polylactic+acid%22,"January 3, 2017","MURATA MANUFACTURING CO., LTD.
 (Nagaokakyo-Shi, Kyoto-Fu, 
JP)


A SCHOOL CORPORATION KANSAI UNIVERSITY
 (Suita-Shi, Osaka, 
JP)","A specific region of a polylactic acid sheet is heated by a microwave. To
     allow the polylactic acid sheet to exhibit piezoelectricity in the
     thickness direction of the polylactic acid sheet, a high voltage is
     applied to the heated polylactic acid sheet in the thickness direction of
     the polylactic acid sheet, and thereby the screw axes of at least a part
     of the polylactic acid molecules are relatively aligned with the
     thickness direction. Then the polylactic acid sheet is rapidly cooled,
     and thereby the polylactic acid molecules are immobilized. The same step
     is executed for other regions of the polylactic acid sheet, and thereby
     piezoelectricity is imparted to a wide area of the polylactic acid sheet
     in the thickness direction. The resultant piezoelectric sheet is capable
     of exhibiting a high piezoelectricity in the thickness direction."
,"9,539,357","Nonwoven web material including fibers formed of recycled polyester, and
     methods for producing",http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=58&f=G&l=50&d=PTXT&s1=%22polylactic+acid%22.ABTX.&p=2&OS=ABST/%22polylactic+acid%22&RS=ABST/%22polylactic+acid%22,"January 10, 2017","The Procter & Gamble Company
 (Cincinnati, 
OH)","A nonwoven web material including fibers formed of a polyolefin and a
     polyester is disclosed. The fibers may include fine fibers produced by,
     for example, a meltblowing process. The polyolefin may be polypropylene
     and the polyester may be polylactic acid. The polylactic acid may be
     obtained and included by recycling scrap nonwoven material containing a
     polylactic acid component, hydrolyzing the polylactic acid component to
     reduce its viscosity, blending the hydrolyzed polylactic acid with a
     polyolefin resin, and melt-spinning the blended material to form fibers.
     A related process is disclosed."
,"9,540,746",Process for manufacturing nonwoven web material,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=57&f=G&l=50&d=PTXT&s1=%22polylactic+acid%22.ABTX.&p=2&OS=ABST/%22polylactic+acid%22&RS=ABST/%22polylactic+acid%22,"January 10, 2017","The Procter & Gamble Company
 (Cincinnati, 
OH)","A nonwoven web material including fibers formed of a polyolefin and a
     polyester is disclosed. The fibers may include fine fibers produced by,
     for example, a meltblowing process. The polyolefin may be polypropylene
     and the polyester may be polylactic acid. The polylactic acid may be
     obtained and included by recycling scrap nonwoven material containing a
     polylactic acid component, hydrolyzing the polylactic acid component to
     reduce its viscosity, blending the hydrolyzed polylactic acid with a
     polyolefin resin, and melt-spinning the blended material to form fibers.
     A related process is disclosed."
,"9,546,265",Plant derived plastic blend and a method of manufacturing the same,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=56&f=G&l=50&d=PTXT&s1=%22polylactic+acid%22.ABTX.&p=2&OS=ABST/%22polylactic+acid%22&RS=ABST/%22polylactic+acid%22,"January 17, 2017","NATIONAL INSTITUTE OF ADVANCED INDUSTRIAL SCIENCE AND TECHNOLOGY
 (Tokyo, 
JP)","Provided are a plant derived plastic blend and a manufacturing method
     thereof in which high density polyethylene and polylactic acid are
     microscopically mixed to improve the mechanical properties of the plant
     derived plastic blend. The plant derived plastic blend comprises 10 wt %
     or more and 90 wt % or less of a plant derived polyethylene and 10 wt %
     or more and 90 wt % or less of a plant derived polylactic acid to achieve
     a total of 100 wt %, and further contains 1 wt % or more and 20 wt % or
     less of a compatibilizing agent. The manufacturing method of the plant
     derived plastic blend is carried out in a cylinder by applying a shear
     flow field and a stretching field and melt-kneading raw material
     containing the plant derived polyethylene, the polylactic acid and the
     compatibilizing agent."
,"9,550,876",Polylactic acid resin composition and polylactic acid resin molded body,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=55&f=G&l=50&d=PTXT&s1=%22polylactic+acid%22.ABTX.&p=2&OS=ABST/%22polylactic+acid%22&RS=ABST/%22polylactic+acid%22,"January 24, 2017","NEC CORPORATION
 (Tokyo, 
JP)","Disclosed is a polylactic acid resin composition having excellent bleed
     resistance and molecular weight retention ratio. A polylactic acid resin
     molded body is also disclosed. The polylactic acid resin composition
     contains a polylactic acid resin (a), a metal hydrate (b) having an
     alkali metal-containing substance content of not more than 0.2% by mass,
     and a phosphazene derivative (c). The polylactic acid resin molded body
     is obtained by molding the polylactic acid resin composition.
     Specifically, a polylactic acid molded body can be produced by filling a
     melt of the polylactic acid resin composition into a mold at a
     temperature in the range from glass transition temperature of said
     polylactic acid resin (a) to 110.degree. C. and molding the melt therein."
,"9,550,892","Modified polylactic acid, polymeric blends and methods of making the same",http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=54&f=G&l=50&d=PTXT&s1=%22polylactic+acid%22.ABTX.&p=2&OS=ABST/%22polylactic+acid%22&RS=ABST/%22polylactic+acid%22,"January 24, 2017","FINA TECHNOLOGY, INC.
 (Houston, 
TX)","Polymeric compositions and processes of forming the same are discussed
     herein. The processes generally include contacting a polylactic acid with
     a reactive modifier selected from epoxy-functionalized polybutadiene,
     ionic monomer, and combinations thereof."
,"9,562,156","Bio-based acrylonitrile butadiene styrene (ABS) polymer compositions and
     methods of making and using thereof",http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=53&f=G&l=50&d=PTXT&s1=%22polylactic+acid%22.ABTX.&p=2&OS=ABST/%22polylactic+acid%22&RS=ABST/%22polylactic+acid%22,"February 7, 2017",null,"A high performance acrylonitrile butadiene styrene (ABS) polymer blend
     comprising ABS, polylactic acid (PLA), an acrylic copolymer based
     lubricant and a polymeric chain extender."
,"9,567,428",Polylactic acid resin composition and a packaging film,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=52&f=G&l=50&d=PTXT&s1=%22polylactic+acid%22.ABTX.&p=2&OS=ABST/%22polylactic+acid%22&RS=ABST/%22polylactic+acid%22,"February 14, 2017",null,"The present invention relates to a polylactic acid resin composition
     useful as a packaging material which has not only improved flexibility
     but also superior external appearance and superior properties such as
     mechanical property, transparency, heat resistance, anti-blocking
     property, workability of a film, and the like, and a packaging film
     including the same. The polylactic acid resin composition comprises a
     polylactic acid resin including a hard segment comprising a polylactic
     acid repeating unit and a soft segment comprising a polyurethane polyol
     repeating unit in which polyether polyol repeating units are linearly
     linked via a urethane bond; and a specific content of antioxidant."
,"9,567,429",Polylactic acid resin film,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=51&f=G&l=50&d=PTXT&s1=%22polylactic+acid%22.ABTX.&p=2&OS=ABST/%22polylactic+acid%22&RS=ABST/%22polylactic+acid%22,"February 14, 2017",null,"The present invention relates to a polylactic acid resin film which has
     excellent flexibility, mechanical properties, stability, and transparency
     while having a specific biodegradability of the polylactic acid resin,
     and is useful as a packaging material. The present invention provides a
     polylactic acid resin film, comprising a polylactic acid resin including
     a hard segment comprising a specific polylactic acid repeating unit, and
     a soft segment comprising a polyurethane polyol repeating unit in which a
     specific polyether polyol repeating units are linearly linked via a
     urethane bond, wherein the total Young's modulus in both machine
     direction and transverse direction of the film is 350 to 750
     kgf/mm.sup.2, and the total initial tensile strength in both machine
     direction and transverse direction of the film is 20 kgf/mm.sup.2 or
     more."
,"9,580,561","Manufacturing method of poly lactic acid stereocomplex using solvent
     casting method",http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=50&f=G&l=50&d=PTXT&s1=%22polylactic+acid%22.ABTX.&p=1&OS=ABST/%22polylactic+acid%22&RS=ABST/%22polylactic+acid%22,"February 28, 2017","Hyundai Motor Company
 (Seoul, 
KR)


KOREA UNIVERSITY OF TECHNOLOGY AND EDUCATION INDUSTRY-UNIVERSITY COOPERATION FOUNDATION
 (Cheonan, Chungcheongnam-Do, 
KR)","Disclosed is a method for manufacturing a polylactic acid film. More
     specifically, the present invention relates to a method for stably and
     effectively obtaining optimized stereocomplex crystals through specified
     boiling point and evaporation time of a solvent allowing the content of
     stereocomplex crystals to be 100%."
,"9,593,229",Polylactic acid resin composition and resin molded article thereof,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=49&f=G&l=50&d=PTXT&s1=%22polylactic+acid%22.ABTX.&p=1&OS=ABST/%22polylactic+acid%22&RS=ABST/%22polylactic+acid%22,"March 14, 2017","DAI-ICHI KOGYO SEIYAKU CO., LTD.
 (Kyoto-Shi, 
JP)","A polylactic acid resin composition excellent in impact resistance,
     migration resistance, and heat resistance, and excellent in productivity
     at the time of the mold forming thereof, and a resin molded article
     thereof. The polylactic acid resin composition includes a polylactic
     acid; a reaction product of at least one selected from the group
     consisting of sorbitol, mannitol, and dehydration condensates thereof, an
     alkylene oxide mainly formed of ethylene oxide, and a fatty acid having
     12 to 24 carbon atoms; and a crystal nucleating agent comprising at least
     one compound selected from: an organic phosphonic acid salt compound, an
     amide compound having a ring structure, an organic hydrazide compound, an
     organic sulfonic acid salt compound, a phthalocyanine compound, and a
     melamine compound."
,"9,603,931","Macromolecule for delivering protein, polypeptide or peptide drugs and a
     production method for the same, and a slow release composition for
     protein, polypeptide or peptide drugs and a production method for the
     same",http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=48&f=G&l=50&d=PTXT&s1=%22polylactic+acid%22.ABTX.&p=1&OS=ABST/%22polylactic+acid%22&RS=ABST/%22polylactic+acid%22,"March 28, 2017","SAMYANG BIOPHARMACEUTICALS CORPORATION
 (Seoul, 
KR)","The present invention relates to a macromolecule for delivering protein,
     polypeptide or peptide drugs and to a production method for the same, as
     well as to a slow release composition for protein, polypeptide or peptide
     drugs comprising the same, and more specifically relates to a polylactic
     acid derivative compound of Chemical formula 1 of which the numerical
     average molecular weight is no more than 7000 daltons and to a production
     method for the same, as well as to a slow release composition for
     protein, polypeptide or peptide drugs using the same and to a production
     method for the same."
